,10_AE1712_C14_N14_19_200m_c_1,10_AE1712_C14_N14_19_200m_v_1,11_AE1712_C16_N1_7_80m_c_1,11_AE1712_C16_N1_7_80m_v_1,12_AE1712_C16_N8_14_200m_c_1,12_AE1712_C16_N8_14_200m_v_1,1_AE1712_C3_N1_7_80m_c_1,1_AE1712_C3_N1_7_80m_v_1,2_AE1712_C3_N8_14_200m_c_1,3_AE1712_C6_N1_7_80m_c_1,3_AE1712_C6_N1_7_80m_v_1,4_AE1712_C6_N8_17_200m_c_1,4_AE1712_C6_N8_17_200m_v_1,5_AE1712_C8_N7_12_80m_c_1,5_AE1712_C8_N7_12_80m_v_1,6_AE1712_C8_N19_24_200m_c_1,6_AE1712_C8_N19_24_200m_v_1,7_AE1712_C11_N1_7_80m_c_1,7_AE1712_C11_N1_7_80m_v_1,8_AE1712_C11_N8_14_200m_c_1,8_AE1712_C11_N8_14_200m_v_1,9_AE1712_C14_N3_8_80m_c_1,9_AE1712_C14_N3_8_80m_v_1
10_AE1712_C14_N14_19_200m_v_NODE_412_length_25257_cov_13.167196,5.3265,20.5523,0,0,7.1179,13.6827,0,2.2304,3.2572,0,0,3.075,1.8585,0,0,4.137,11.0248,0,0,4.8903,4.5817,0,0
10_AE1712_C14_N14_19_200m_v_NODE_416_length_25033_cov_11.732129,0,17.4272,0,0,0,11.3,0,0,0,0,0,0,3.0857,0,0,0,9.2156,0,0,0,6.0894,0,0
10_AE1712_C14_N14_19_200m_v_NODE_417_length_24823_cov_19.597228,0,30.0166,0,0,0,21.7463,0,0,0,0,0,0,4.1718,0,0,0,20.3261,0,0,0,10.3173,0,0
10_AE1712_C14_N14_19_200m_v_NODE_419_length_24706_cov_15.271550,17.491,22.4229,0,0,5.8637,4.0243,0,0,4.1839,0,0,4.8048,3.9306,0,0,6.1985,4.6897,0,0,5.1021,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_420_length_24702_cov_10.170396,1.8286,10.8164,0,0,2.4007,7.4503,0,0,2.6753,0,0,0,0,0,0,0,9.0566,0,0,2.6792,3.3044,0,0
10_AE1712_C14_N14_19_200m_v_NODE_421_length_24588_cov_12.015258,0,15.499,0,0,0,7.6798,0,0,0,0,0,0,6.7478,0,0,0,16.2078,0,0,0,7.0285,0,0
10_AE1712_C14_N14_19_200m_v_NODE_422_length_24479_cov_310.367306,2.952,255.205,0,6.882,0,124.9876,0,7.2134,0,0,7.0553,0,104.8936,0,7.621,0,234.498,0,2.7417,2.8088,108.5499,0,5.3159
10_AE1712_C14_N14_19_200m_v_NODE_428_length_24224_cov_10.268108,0,16.0622,0,0,0,6.2868,0,0,0,0,0,0,4.3341,0,0,0,9.2148,0,0,0,4.4489,0,0
10_AE1712_C14_N14_19_200m_v_NODE_429_length_24184_cov_17.276185,0,27.6641,0,0,0,10.6729,0,0,0,0,0,0,3.7801,0,0,0,13.0332,0,0,0,5.5678,0,0
10_AE1712_C14_N14_19_200m_v_NODE_430_length_24039_cov_8.880978,0,13.8903,0,0,0,5.9911,0,0,0,0,0,0,2.6457,0,0,0,10.5557,0,0,0,2.9839,0,0
10_AE1712_C14_N14_19_200m_v_NODE_434_length_23558_cov_28.866062,0,34.0156,0,0,0,13.33,0,0,0,0,0,0,6.8616,0,0,0,20.6124,0,0,0,6.5639,0,0
10_AE1712_C14_N14_19_200m_v_NODE_435_length_23398_cov_49.325158,0,71.3684,0,3.9903,0,33.3623,0,7.5685,0,0,2.5203,0,17.5756,0,3.9161,2.0692,54.8101,0,0,0,29.6741,0,2.2382
10_AE1712_C14_N14_19_200m_v_NODE_436_length_23294_cov_12.025283,0,18.8415,0,0,0,5.2869,0,0,0,0,0,0,0,0,0,0,7.1981,0,0,0,2.6857,0,0
10_AE1712_C14_N14_19_200m_v_NODE_439_length_23136_cov_22.562730,0,34.1781,0,0,0,15.071,0,0,0,0,0,0,6.666,0,0,0,17.3882,0,0,0,8.8727,0,0
10_AE1712_C14_N14_19_200m_v_NODE_442_length_23086_cov_11.634578,0,18.0919,0,0,0,8.8726,0,0,0,0,0,0,4.5992,0,0,0,13.7871,0,0,0,5.2877,0,0
10_AE1712_C14_N14_19_200m_v_NODE_443_length_23013_cov_20.948204,0,32.2293,0,0,1.8797,15.2805,0,0,0,0,0,0,6.2841,0,0,0,20.7293,0,0,0,12.1906,0,0
10_AE1712_C14_N14_19_200m_v_NODE_444_length_23006_cov_20.581055,0,30.0509,0,2.0791,0,13.585,0,0,0,0,0,0,5.8462,0,0,0,18.0698,0,0,0,9.6749,0,0
10_AE1712_C14_N14_19_200m_v_NODE_447_length_22878_cov_36.216350,10.1473,52.6608,0,0,8.6847,19.0343,0,0,6.3199,0,0,6.1668,11.21,0,0,9.2428,37.9001,0,0,11.8853,16.0217,0,0
10_AE1712_C14_N14_19_200m_v_NODE_448_length_22838_cov_13.370898,0,20.5016,0,0,0,6.6525,0,0,0,0,0,0,3.8895,0,0,0,9.3512,0,0,0,5.2819,0,0
10_AE1712_C14_N14_19_200m_v_NODE_451_length_22747_cov_8.162903,0,12.365,0,0,0,2.8288,0,0,0,0,0,0,0,0,0,0,7.1586,0,0,0,2.5809,0,0
10_AE1712_C14_N14_19_200m_v_NODE_453_length_22732_cov_14.634165,0,14.9711,0,0,2.4855,8.0656,0,0,0,0,0,0,3.313,0,0,0,10.4869,0,0,2.2952,5.1614,0,0
10_AE1712_C14_N14_19_200m_v_NODE_454_length_22673_cov_15.860019,7.1005,25.0139,0,2.253,6.3337,17.8502,0,0,5.5789,1.8183,0,4.6775,3.6831,0,2.1383,6.1316,13.7019,0,0,7.6822,6.1465,0,0
10_AE1712_C14_N14_19_200m_v_NODE_456_length_22572_cov_18.819560,0,28.1452,0,0,0,15.1289,0,0,0,0,0,0,7.8454,0,0,0,12.3149,0,0,0,8.2732,0,0
10_AE1712_C14_N14_19_200m_v_NODE_457_length_22565_cov_9.738572,0,15.1694,0,0,0,10.2843,0,0,0,0,0,0,3.6089,0,0,2.2487,4.7079,0,0,0,4.2093,0,0
10_AE1712_C14_N14_19_200m_v_NODE_458_length_22514_cov_6.303249,0,10.0127,0,0,0,3.458,0,0,0,0,0,0,2.1563,0,0,0,9.3444,0,0,0,4.1453,0,0
10_AE1712_C14_N14_19_200m_v_NODE_461_length_22424_cov_16.522173,3.1225,24.9372,0,0,4.462,11.6166,0,0,4.1316,0,0,0,5.5207,0,0,3.0982,11.8117,0,0,3.1601,8.7398,0,0
10_AE1712_C14_N14_19_200m_v_NODE_466_length_22297_cov_6.920342,0,10.7379,0,0,0,5.6516,0,0,0,0,0,0,2.6573,0,0,0,3.8064,0,0,0,3.3737,0,0
10_AE1712_C14_N14_19_200m_v_NODE_467_length_22266_cov_13.175042,0,15.6931,0,0,0,6.674,0,0,0,0,0,0,3.2746,0,0,0,12.8039,0,0,0,5.7872,0,0
10_AE1712_C14_N14_19_200m_v_NODE_468_length_22207_cov_25.460371,0,40.7478,0,0,0,28.0053,0,3.3735,0,0,0,0,27.7347,0,0,0,42.9172,0,0,0,23.4097,0,0
10_AE1712_C14_N14_19_200m_v_NODE_469_length_22186_cov_13.108101,0,20.1561,0,0,0,6.2371,0,0,0,0,0,0,2.9799,0,0,0,8.1953,0,0,0,3.667,0,0
10_AE1712_C14_N14_19_200m_v_NODE_476_length_21926_cov_9.840588,0,16.7605,0,0,3.0971,10.3956,0,2.7294,0,0,0,0,6.4336,0,2.5433,0,12.1736,0,0,3.6213,7.3499,0,0
10_AE1712_C14_N14_19_200m_v_NODE_479_length_21782_cov_9.997144,0,15.7245,0,0,0,6.615,0,0,0,0,0,0,2.9904,0,0,0,12.0136,0,0,0,4.4774,0,0
10_AE1712_C14_N14_19_200m_v_NODE_482_length_21641_cov_8.772306,0,14.1333,0,0,0,5.496,0,0,0,0,0,0,0,0,0,0,6.7902,0,0,0,2.7735,0,0
10_AE1712_C14_N14_19_200m_v_NODE_483_length_21614_cov_17.062869,0,27.1527,0,0,0,12.2646,0,0,0,0,0,0,5.7215,0,0,0,19.2087,0,0,0,9.5968,0,0
10_AE1712_C14_N14_19_200m_v_NODE_487_length_21399_cov_21.657302,0,31.5129,0,0,0,14.1898,0,0,0,0,0,0,2.8074,0,0,0,17.6036,0,0,0,5.6414,0,0
10_AE1712_C14_N14_19_200m_v_NODE_488_length_21386_cov_10.525365,0,16.1805,0,0,0,6.715,0,0,0,0,0,0,4.1417,0,0,0,7.6328,0,0,0,4.0003,0,0
10_AE1712_C14_N14_19_200m_v_NODE_495_length_21054_cov_17.762979,0,28.0866,0,0,0,22.9719,0,2.9481,0,0,2.5728,0,13.5347,0,2.332,0,28.3464,0,0,0,20.1665,0,0
10_AE1712_C14_N14_19_200m_v_NODE_496_length_20996_cov_21.081122,0,23.5534,0,0,0,15.9971,0,2.2767,1.9428,0,0,0,8.9359,0,0,1.9799,18.18,0,0,1.9161,7.7919,0,0
10_AE1712_C14_N14_19_200m_v_NODE_499_length_20929_cov_17.857184,0,24.1337,0,0,0,14.5884,0,2.4265,0,0,0,0,8.1978,0,0,0,15.0757,0,0,0,10.8114,0,0
10_AE1712_C14_N14_19_200m_v_NODE_501_length_20885_cov_29.727653,8.4423,28.1556,0,0,0,2.5458,0,0,0,0,0,0,1.5705,0,0,0,7.8777,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_502_length_20786_cov_28.632575,0,42.061,0,1.7189,0,15.6261,0,3.7448,0,0,0,0,9.7464,0,0,0,30.0414,0,0,0,14.1379,0,0
10_AE1712_C14_N14_19_200m_v_NODE_503_length_20780_cov_17.576873,0,22.7593,0,0,0,10.7579,0,0,0,0,0,0,8.9038,0,0,0,19.8183,0,0,0,8.7619,0,0
10_AE1712_C14_N14_19_200m_v_NODE_505_length_20749_cov_13.132788,0,19.9883,0,0,0,7.7959,0,0,0,0,0,0,3.2645,0,0,0,7.8688,0,0,0,4.0461,0,0
10_AE1712_C14_N14_19_200m_v_NODE_507_length_20707_cov_7.795686,0,11.9113,0,0,0,3.9144,0,0,0,0,0,0,0,0,0,0,4.1227,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_508_length_20657_cov_7.791011,0,9.3155,0,1.8507,0,2.866,0,8.1352,0,0,5.548,0,0,0,2.9333,0,5.1064,0,2.113,0,0,0,2.7819
10_AE1712_C14_N14_19_200m_v_NODE_510_length_20574_cov_8.972679,0,12.9579,0,0,0,3.1165,0,0,0,0,0,0,0,0,0,0,8.7563,0,0,0,2.3478,0,0
10_AE1712_C14_N14_19_200m_v_NODE_511_length_20525_cov_13.449531,4.5989,20.5699,0,2.2209,6.17,13.0239,0,2.4858,3.8472,0,0,2.9149,2.3083,0,0,4.5473,9.8643,0,0,4.4031,5.7157,0,0
10_AE1712_C14_N14_19_200m_v_NODE_512_length_20521_cov_12.353600,0,19.3811,0,0,0,6.1564,0,0,0,0,0,0,4.2223,0,0,0,10.0894,0,0,0,5.5846,0,0
10_AE1712_C14_N14_19_200m_v_NODE_513_length_20473_cov_11.956315,0,18.5304,0,0,0,6.3138,0,1.9035,0,0,0,0,4.8377,0,0,0,9.6776,0,0,0,4.4696,0,0
10_AE1712_C14_N14_19_200m_v_NODE_515_length_20403_cov_14.751402,0,23.3322,0,0,0,9.298,0,0,0,0,0,0,2.1062,0,0,0,9.4065,0,0,0,4.0852,0,0
10_AE1712_C14_N14_19_200m_v_NODE_516_length_20387_cov_8.564205,4.6754,11.4835,0,0,6.9603,7.947,0,0,8.446,2.6499,2.6765,4.8161,7.3243,0,0,4.4641,17.6223,0,0,5.5794,6.3528,2.5133,0
10_AE1712_C14_N14_19_200m_v_NODE_520_length_20253_cov_23.453013,5.54,18.1089,0,0,8.2256,5.5458,0,0,6.3642,0,0,5.4997,3.3938,0,0,8.9142,7.037,0,0,7.9284,3.9353,0,0
10_AE1712_C14_N14_19_200m_v_NODE_525_length_20072_cov_11.390548,0,17.4965,0,0,0,7.2875,0,0,0,0,0,0,3.8322,0,0,0,7.1227,0,0,0,4.5913,0,0
10_AE1712_C14_N14_19_200m_v_NODE_527_length_19978_cov_10.479524,0,15.2095,0,0,0,8.1102,0,4.9828,0,0,0,0,9.3428,0,0,0,13.3735,0,0,0,8.9845,0,0
10_AE1712_C14_N14_19_200m_v_NODE_529_length_19923_cov_11.949259,0,18.8138,0,0,0,7.3764,0,0,0,0,0,0,4.421,0,0,0,16.5881,0,0,0,7.935,0,0
10_AE1712_C14_N14_19_200m_v_NODE_530_length_19842_cov_28.963319,0,46.8179,0,3.0167,0,16.1748,0,5.6507,0,0,2.5825,0,10.3778,0,3.3615,0,34.7144,0,0,0,11.3336,0,2.5423
10_AE1712_C14_N14_19_200m_v_NODE_532_length_19727_cov_45.456081,0,63.5572,0,2.5546,0,33.0923,0,6.015,0,0,2.3678,0,21.4168,0,2.988,0,56.9972,0,0,0,30.004,0,0
10_AE1712_C14_N14_19_200m_v_NODE_534_length_19696_cov_33.422346,4.9009,50.3719,0,0,5.0609,23.1954,0,0,0,0,0,2.7387,12.1964,0,0,4.0932,26.9257,0,0,3.2589,10.5589,0,0
10_AE1712_C14_N14_19_200m_v_NODE_537_length_19614_cov_37.339817,0,52.9743,0,0,0,20.6861,0,0,0,0,0,0,6.8431,0,0,0,33.59,0,0,0,14.1475,0,0
10_AE1712_C14_N14_19_200m_v_NODE_540_length_19523_cov_64.352000,0,94.3824,0,6.1987,3.2893,57.579,0,5.9065,2.0659,0,2.7355,0,26.7831,0,4.5845,0,107.6683,0,0,2.1434,40.2143,0,2.458
10_AE1712_C14_N14_19_200m_v_NODE_541_length_19499_cov_8.427659,0,12.8846,0,0,0,5.7826,0,0,0,0,0,0,2.7151,0,0,2.047,5.3736,0,0,2.6987,4.1625,0,0
10_AE1712_C14_N14_19_200m_v_NODE_542_length_19435_cov_7.191549,0,10.8703,0,0,0,5.0809,0,0,0,0,0,0,2.8497,0,0,0,6.6242,0,0,0,3.9994,0,0
10_AE1712_C14_N14_19_200m_v_NODE_544_length_19342_cov_15.276200,0,23.8371,0,0,0,11.6075,0,3.214,0,0,0,0,6.9417,0,0,0,19.8952,0,0,0,9.3893,0,0
10_AE1712_C14_N14_19_200m_v_NODE_550_length_19157_cov_7.954717,0,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_552_length_18993_cov_15.958289,0,25.5033,0,0,0,10.564,0,0,0,0,0,0,6.8668,0,0,0,20.6263,0,0,0,10.1106,0,0
10_AE1712_C14_N14_19_200m_v_NODE_553_length_18968_cov_13.183262,0,20.6569,0,0,0,6.8818,0,0,0,0,0,0,0,0,0,0,6.7404,0,0,0,2.9828,0,0
10_AE1712_C14_N14_19_200m_v_NODE_555_length_18934_cov_7.931484,0,12.4171,0,0,0,2.8728,0,0,0,0,0,0,1.7825,0,0,0,6.9559,0,0,0,3.2396,0,0
10_AE1712_C14_N14_19_200m_v_NODE_557_length_18886_cov_21.141049,0,32.773,0,0,0,20.968,0,0,0,0,0,0,9.6923,0,0,0,25.0559,0,0,0,17.3728,0,0
10_AE1712_C14_N14_19_200m_v_NODE_559_length_18843_cov_12.304380,0,19.1768,0,0,0,6.5822,0,0,0,0,0,0,2.822,0,0,0,8.2598,0,0,0,4.2462,0,0
10_AE1712_C14_N14_19_200m_v_NODE_560_length_18737_cov_9.481726,0,14.9937,0,0,0,4.1907,0,0,0,0,0,0,0,0,0,0,7.1024,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_562_length_18531_cov_12.836675,0,11.2934,0,0,0,4.5553,0,0,0,0,0,0,3.6482,0,0,0,8.4492,0,0,0,4.7641,0,0
10_AE1712_C14_N14_19_200m_v_NODE_563_length_18469_cov_7.307525,0,11.4745,0,0,0,5.4797,0,0,0,0,0,0,1.7452,0,0,0,3.5128,0,0,0,3.4485,0,0
10_AE1712_C14_N14_19_200m_v_NODE_564_length_18437_cov_11.892157,0,12.0165,0,0,0,6.9061,0,0,0,0,0,0,4.5604,0,0,0,7.2944,0,0,0,5.4508,0,0
10_AE1712_C14_N14_19_200m_v_NODE_565_length_18424_cov_9.894370,0,15.149,0,0,0,6.2963,0,0,0,0,0,0,2.7482,0,0,0,7.1796,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_569_length_18387_cov_12.313708,0,20.0046,0,0,0,13.3438,0,0,0,0,0,0,5.642,0,0,2.0412,14.109,0,0,0,5.9511,0,0
10_AE1712_C14_N14_19_200m_v_NODE_572_length_18307_cov_26.595283,0,33.2069,0,0,0,12.6922,0,2.1772,0,0,0,0,8.4933,0,0,0,28.0202,0,0,0,10.8258,0,0
10_AE1712_C14_N14_19_200m_v_NODE_573_length_18295_cov_8.932320,0,15.0133,0,0,0,5.1547,0,0,0,0,0,0,0,0,0,0,3.4597,0,0,0,3.4049,0,0
10_AE1712_C14_N14_19_200m_v_NODE_574_length_18259_cov_53.392256,6.6133,88.1355,0,0,6.8655,43.7472,0,0,3.2227,0,0,0,15.5286,0,0,5.193,47.4321,0,0,3.4098,20.3254,0,0
10_AE1712_C14_N14_19_200m_v_NODE_578_length_18161_cov_9.542358,0,14.5737,0,0,0,7.8021,0,2.9505,0,0,0,0,5.1,0,0,0,13.702,0,0,0,5.7445,0,0
10_AE1712_C14_N14_19_200m_v_NODE_580_length_18072_cov_11.682634,0,14.7531,0,0,0,7.9032,0,0,0,0,0,0,4.6184,0,0,0,8.2601,0,0,0,5.1557,0,0
10_AE1712_C14_N14_19_200m_v_NODE_581_length_18069_cov_35.186249,2.1814,48.5638,0,0,2.7228,18.8617,0,2.9255,2.6477,0,0,0,9.6041,0,0,2.9373,29.0577,0,0,3.3858,14.3174,0,0
10_AE1712_C14_N14_19_200m_v_NODE_583_length_18033_cov_9.498608,0,11.9205,0,0,0,8.0028,0,0,0,0,0,0,2.2207,0,0,0,9.354,0,0,2.3109,4.1067,0,0
10_AE1712_C14_N14_19_200m_v_NODE_586_length_17977_cov_117.011229,2.8097,85.9249,0,3.2554,2.3681,26.6196,0,9.8465,0,0,5.1146,0,13.1903,0,3.6922,2.343,52.5308,0,3.1824,2.2977,24.7418,0,4.0932
10_AE1712_C14_N14_19_200m_v_NODE_588_length_17948_cov_8.764031,0,14.5685,0,0,0,4.5893,0,0,0,0,0,0,0,0,0,0,10.9271,0,0,0,4.0918,0,0
10_AE1712_C14_N14_19_200m_v_NODE_592_length_17821_cov_8.153911,0,12.7607,0,0,0,5.9707,0,0,0,0,0,0,1.8458,0,0,0,5.6731,0,0,3.1953,3.7081,0,0
10_AE1712_C14_N14_19_200m_v_NODE_594_length_17800_cov_15.585341,0,21.0976,0,0,0,10.2456,0,0,0,0,0,0,4.4507,0,0,0,19.3543,0,0,0,11.522,0,0
10_AE1712_C14_N14_19_200m_v_NODE_599_length_17686_cov_11.630246,0,16.2442,0,0,0,6.4233,0,0,0,0,0,0,2.6389,0,0,0,9.7205,0,0,0,3.3218,0,0
10_AE1712_C14_N14_19_200m_v_NODE_601_length_17677_cov_42.659886,0,47.5835,0,0,0,26.8989,0,0,0,0,0,0,15.5299,0,0,0,43.8131,0,0,0,25.3707,0,0
10_AE1712_C14_N14_19_200m_v_NODE_602_length_17677_cov_8.560511,0,13.3775,0,0,0,5.8511,0,0,0,0,0,0,3.2534,0,0,0,10.5039,0,0,0,4.8765,0,0
10_AE1712_C14_N14_19_200m_v_NODE_603_length_17668_cov_26.584276,4.0839,40.8367,0,0,3.8151,27.6356,0,0,3.0378,0,0,0,11.716,0,0,3.216,36.1169,0,0,3.2231,13.422,0,0
10_AE1712_C14_N14_19_200m_v_NODE_605_length_17633_cov_8.703919,0,12.5076,0,0,0,4.8112,0,0,0,0,0,0,2.0788,0,0,0,6.4618,0,0,0,3.2099,0,0
10_AE1712_C14_N14_19_200m_v_NODE_606_length_17606_cov_12.869473,0,20.052,0,0,0,7.2696,0,0,0,0,0,0,4.7157,0,0,0,13.8183,0,0,0,7.1394,0,0
10_AE1712_C14_N14_19_200m_v_NODE_607_length_17527_cov_11.643266,0,17.6651,0,0,0,14.696,0,0,0,0,0,0,0,0,0,0,5.5121,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_608_length_17498_cov_11.902015,0,10.304,0,0,0,3.145,0,0,0,0,0,0,0,0,0,0,6.2274,0,0,0,3.484,0,0
10_AE1712_C14_N14_19_200m_v_NODE_609_length_17490_cov_8.368920,0,13.1529,0,0,1.594,6.1712,0,0,1.6229,0,0,0,2.4906,0,0,3.1898,6.2753,0,0,2.747,3.725,0,0
10_AE1712_C14_N14_19_200m_v_NODE_613_length_17264_cov_29.513469,0,43.8022,0,2.2644,0,15.0253,0,0,0,0,0,0,9.167,0,0,0,33.9852,0,0,0,12.3177,0,0
10_AE1712_C14_N14_19_200m_v_NODE_617_length_17238_cov_88.054193,0,52.9674,0,0,0,20.6686,0,0,0,0,0,0,10.1077,0,0,0,23.1372,0,0,0,12.9182,0,0
10_AE1712_C14_N14_19_200m_v_NODE_618_length_17219_cov_32.164975,0,40.8791,0,2.1047,0,20.7648,0,0,0,0,0,0,6.8627,0,0,0,33.1415,0,0,0,7.7939,0,0
10_AE1712_C14_N14_19_200m_v_NODE_622_length_17122_cov_9.390496,0,15.2178,0,0,0,6.3171,0,0,0,0,0,0,3.3663,0,0,0,8.5431,0,0,0,5.1578,0,0
10_AE1712_C14_N14_19_200m_v_NODE_628_length_17014_cov_8.337014,0,12.497,0,0,0,3.4738,0,0,0,0,0,0,0,0,0,0,6.8009,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_630_length_16995_cov_13.043622,0,20.0648,0,0,0,7.7124,0,5.5627,0,0,2.6335,0,4.4892,0,0,0,11.9815,0,0,0,5.1931,0,0
10_AE1712_C14_N14_19_200m_v_NODE_633_length_16821_cov_8.804945,0,10.521,0,0,2.5341,5.0883,0,0,0,0,0,0,2.1468,0,0,2.0323,6.2564,0,0,0,4.298,0,0
10_AE1712_C14_N14_19_200m_v_NODE_634_length_16809_cov_9.388358,1.6909,14.3451,0,0,2.6573,7.7702,0,0,1.9901,0,0,0,7.851,0,0,2.3726,10.7694,0,0,3.2583,4.7345,0,0
10_AE1712_C14_N14_19_200m_v_NODE_636_length_16785_cov_5.948288,0,9.3189,0,0,0,3.6073,0,0,0,0,0,0,3.2667,0,0,0,4.4761,0,0,0,4.3205,0,0
10_AE1712_C14_N14_19_200m_v_NODE_638_length_16722_cov_7.459958,0,11.6508,0,0,0,3.4717,0,0,0,0,0,0,6.5336,0,0,0,5.5884,0,0,0,4.5238,0,0
10_AE1712_C14_N14_19_200m_v_NODE_643_length_16677_cov_14.079940,3.1371,13.6074,0,0,3.91,4.8946,0,0,2.4719,0,0,0,2.2774,0,0,3.5769,9.1911,0,0,3.0919,2.8615,0,0
10_AE1712_C14_N14_19_200m_v_NODE_644_length_16658_cov_14.674145,0,18.4159,0,3.4259,0,6.7048,0,10.6363,0,0,2.5176,0,6.9141,0,2.8956,0,11.0182,0,0,0,5.3977,0,0
10_AE1712_C14_N14_19_200m_v_NODE_648_length_16607_cov_15.099758,0,23.8811,0,9.9156,0,8.9131,0,11.4824,0,0,3.2457,0,3.2262,0,6.8059,0,14.9749,0,2.073,0,6.2046,0,4.6842
10_AE1712_C14_N14_19_200m_v_NODE_649_length_16596_cov_21.875174,0,25.8001,0,0,0,18.5761,0,0,0,0,0,0,8.7344,0,0,0,21.1463,0,0,0,13.0041,0,0
10_AE1712_C14_N14_19_200m_v_NODE_650_length_16439_cov_11.107261,0,17.8431,0,0,0,5.0566,0,0,0,0,0,0,3.434,0,0,0,8.7474,0,0,0,4.4657,0,0
10_AE1712_C14_N14_19_200m_v_NODE_651_length_16430_cov_17.937626,0,21.0272,0,0,0,8.3772,0,2.1481,0,0,0,0,5.6815,0,0,0,13.2508,0,0,0,9.3787,0,0
10_AE1712_C14_N14_19_200m_v_NODE_656_length_16316_cov_39.843279,2.1137,40.3837,0,3.5156,0,15.3692,0,4.822,0,0,0,0,6.0558,0,1.9809,2.391,24.0227,0,0,0,12.9506,0,0
10_AE1712_C14_N14_19_200m_v_NODE_660_length_16159_cov_27.296045,0,40.1623,0,0,0,18.4008,0,0,0,0,0,0,3.5255,0,0,0,20.8871,0,0,0,7.4078,0,0
10_AE1712_C14_N14_19_200m_v_NODE_663_length_16104_cov_10.424970,0,16.1649,0,0,0,9.1055,0,0,0,0,0,0,3.1371,0,0,3.1544,4.6091,0,0,0,4.3549,0,0
10_AE1712_C14_N14_19_200m_v_NODE_664_length_16099_cov_23.323867,6.5395,34.1158,0,0,9.6096,15.2841,0,0,5.9384,0,0,8.1001,12.7996,0,0,6.7683,26.6604,0,0,10.9867,13.3435,0,0
10_AE1712_C14_N14_19_200m_v_NODE_666_length_16079_cov_11.301775,0,14.4719,0,2.3307,0,10.8284,0,3.5388,0,0,2.1698,0,6.9736,0,0,0,10.8449,0,0,0,5.5115,0,0
10_AE1712_C14_N14_19_200m_v_NODE_668_length_16021_cov_14.188284,0,21.2011,0,0,0,8.5353,0,0,0,0,0,0,5.2763,0,0,0,10.0654,0,0,0,3.7831,0,0
10_AE1712_C14_N14_19_200m_v_NODE_669_length_16006_cov_18.636826,0,20.5436,0,0,0,9.962,0,0,0,0,0,0,3.7684,0,0,0,10.5077,0,0,0,6.3009,0,0
10_AE1712_C14_N14_19_200m_v_NODE_671_length_15964_cov_10.540505,0,16.849,0,0,0,4.7804,0,0,0,0,0,0,0,0,0,0,9.4035,0,0,0,2.2814,0,0
10_AE1712_C14_N14_19_200m_v_NODE_674_length_15901_cov_31.539434,0,41.0496,0,0,0,17.5827,0,0,0,0,0,0,12.6356,0,0,0,33.3621,0,0,0,15.5756,0,0
10_AE1712_C14_N14_19_200m_v_NODE_677_length_15872_cov_16.398417,4.4,19.2574,0,0,8.75,10.1886,0,0,4.6287,0,0,5.5824,4.9793,0,0,5.5487,10.119,0,0,6.6513,7.2219,0,0
10_AE1712_C14_N14_19_200m_v_NODE_679_length_15863_cov_22.507665,2.6564,33.8333,0,0,0,16.6048,0,0,2.0745,0,0,0,7.8612,0,0,1.8541,17.8624,0,0,2.6841,11.6127,0,0
10_AE1712_C14_N14_19_200m_v_NODE_683_length_15829_cov_19.560310,0,29.1571,0,0,0,10.952,0,3.0115,0,0,0,0,5.9351,0,0,0,23.819,0,0,0,10.4335,0,0
10_AE1712_C14_N14_19_200m_v_NODE_684_length_15822_cov_20.924802,0,30.613,0,0,0,16.0728,0,0,0,0,0,0,8.0109,0,0,0,15.68,0,0,0,10.5208,0,0
10_AE1712_C14_N14_19_200m_v_NODE_686_length_15776_cov_19.841327,0,30.8427,0,0,0,10.5303,0,0,0,0,0,0,2.512,0,0,0,13.9359,0,0,0,5.2287,0,0
10_AE1712_C14_N14_19_200m_v_NODE_690_length_15653_cov_7.480868,0,11.5673,0,0,0,4.8279,0,0,0,0,0,0,0,0,0,0,6.4804,0,0,0,3.6887,0,0
10_AE1712_C14_N14_19_200m_v_NODE_691_length_15637_cov_9.350707,0,14.3996,0,0,3.0419,8.275,0,2.5416,0,0,0,0,4.4878,0,0,1.8134,8.8941,0,0,2.8895,6.1328,0,0
10_AE1712_C14_N14_19_200m_v_NODE_692_length_15615_cov_5.423092,0,8.1425,0,0,0,6.5774,0,0,0,0,0,0,1.8164,0,0,0,5.2841,0,0,0,3.618,0,0
10_AE1712_C14_N14_19_200m_v_NODE_694_length_15608_cov_8.775546,0,13.3519,0,0,0,7.7185,0,0,0,0,0,0,3.5621,0,0,2.4793,9.2628,0,0,2.2805,7.3126,0,0
10_AE1712_C14_N14_19_200m_v_NODE_696_length_15597_cov_12.340206,0,18.9393,0,0,0,11.9058,0,2.0111,0,0,0,0,3.2285,0,0,0,10.634,0,0,0,5.0176,0,0
